Date,Team,Sum_Passing Score
01/03/15,CAR,0.494045543242971
01/03/15,CRD,0.272706914963412
01/03/15,PIT,0.720466575726567
01/03/15,RAV,0.551078658308997
01/03/16,ATL,0.588746577209305
01/03/16,BUF,0.416299611423611
01/03/16,CAR,0.49661916667214
01/03/16,CHI,0.322913771473613
01/03/16,CIN,0.452357932220948
01/03/16,CLE,0.316740874679142
01/03/16,CLT,0.751630924558204
01/03/16,CRD,0.617296905197456
01/03/16,DAL,0.631681235251838
01/03/16,DEN,0.65272454942226
01/03/16,DET,0.610408269335585
01/03/16,GNB,0.479396976295461
01/03/16,HTX,0.733713902927555
01/03/16,JAX,0.215584582698829
01/03/16,KAN,0.622064330599703
01/03/16,MIA,0.648092664517615
01/03/16,MIN,0.25111382162948
01/03/16,NOR,1.34228911599586
01/03/16,NWE,0.587830096162505
01/03/16,NYG,0.615209472096434
01/03/16,NYJ,0.408706570290696
01/03/16,OTI,0.549962587793599
01/03/16,PHI,0.618203567921667
01/03/16,PIT,0.615412390772125
01/03/16,RAI,0.34953304806564
01/03/16,RAM,0.755438847637664
01/03/16,RAV,1.16284541455963
01/03/16,SDG,0.480687775554437
01/03/16,SEA,0.825866717074456
01/03/16,SFO,0.601784961839047
01/03/16,TAM,0.499305595723347
01/03/16,WAS,0.862775849516763
01/03/81,BUF,0.516198029503174
01/03/81,MIN,0.268767855348627
01/03/81,PHI,0.399366252172939
01/03/81,SDG,0.549895859393999
01/03/82,BUF,0.421903471172457
01/03/82,CIN,0.369366062610864
01/03/82,NYG,0.507917070119761
01/03/82,SFO,0.493647158740569
01/03/83,DAL,0.37066370826906
01/03/83,MIN,0.426593104709921
01/03/87,CHI,0.351450489437361
01/03/87,CLE,0.855909715083099
01/03/87,NYJ,0.528359783732294
01/03/87,WAS,0.449698647845263
01/03/88,MIN,0.904537405541538
01/03/88,NOR,0.452286149334747
01/03/88,OTI,0.475181276165644
01/03/88,SEA,0.760182143616487
01/03/93,BUF,0.578673794464401
01/03/93,NOR,0.453380489240208
01/03/93,OTI,0.665473653419079
01/03/93,PHI,0.558411910498727
01/03/94,PHI,0.615740954661381
01/03/94,SFO,0.81212452183445
01/03/98,MIN,0.609369567976557
01/03/98,NWE,0.437226583383999
01/03/98,PIT,0.345139277359671
01/03/98,SFO,0.516275557213584
01/03/99,GNB,0.507757198836557
01/03/99,JAX,0.445549093783137
01/03/99,NWE,0.440547320609859
01/03/99,SFO,0.459714519331709
01/04/03,ATL,0.444720779682953
01/04/03,CLT,0.328582463997649
01/04/03,GNB,0.448476806547133
01/04/03,NYJ,0.543211867853421
01/04/04,CLT,1.0100781415364
01/04/04,DEN,0.400307526159061
01/04/04,GNB,0.626578054972355
01/04/04,SEA,0.508195022792125
01/04/09,MIA,0.353680718745327
01/04/09,MIN,0.398363421796271
01/04/09,PHI,0.477165140043908
01/04/09,RAV,0.387976759941701
01/04/14,CLT,0.675960646013299
01/04/14,KAN,0.760184942926669
01/04/14,NOR,0.413075014689379
01/04/14,PHI,0.537717654498329
01/04/15,CIN,0.402607709631562
01/04/15,CLT,0.66702608714842
01/04/15,DAL,0.453462964138615
01/04/15,DET,0.534690670424295
01/04/20,BUF,1.00632264690689
01/04/20,HTX,0.358968124824015
01/04/20,NWE,0.470658027961932
01/04/20,OTI,0.536653573215571
01/04/81,ATL,0.472040349330791
01/04/81,CLE,0.302833025771188
01/04/81,DAL,0.860818253490583
01/04/81,RAI,0.305878859664378
01/04/86,CLE,0.325365680776332
01/04/86,DAL,0.305172409433142
01/04/86,MIA,0.569040321694629
01/04/86,RAM,0.540917471284813
01/04/87,DEN,0.412626048013803
01/04/87,NWE,0.364205241291891
01/04/87,NYG,0.743988623697161
01/04/87,SFO,0.540723836814144
01/04/92,ATL,0.204825355097509
01/04/92,DEN,0.744177042945805
01/04/92,OTI,0.662515228692085
01/04/92,WAS,0.402010213870193
01/04/97,DEN,0.599198150685287
01/04/97,GNB,0.365236474476367
01/04/97,JAX,0.521171705465089
01/04/97,SFO,0.633241126823625
01/04/98,DEN,0.370009432576731
01/04/98,GNB,0.310479145084388
01/04/98,KAN,0.493091956470921
01/04/98,TAM,0.559007442034669
01/05/03,CLE,0.695664700715719
01/05/03,NYG,0.914256925290542
01/05/03,PIT,0.614814776717342
01/05/03,SFO,0.928294995648406
01/05/08,JAX,0.240542641413342
01/05/08,PIT,0.426102719888005
01/05/08,SEA,0.435278550634187
01/05/08,WAS,0.537782646556011
01/05/13,CIN,0.339330376221382
01/05/13,GNB,0.505990687248889
01/05/13,HTX,0.537925044151034
01/05/13,MIN,0.359893190496726
01/05/14,CIN,0.529153594235264
01/05/14,GNB,0.393134981085009
01/05/14,SDG,0.39241973480698
01/05/14,SFO,0.402492359404561
01/05/19,CLT,0.5327089162257
01/05/19,DAL,0.488897323843745
01/05/19,HTX,0.526145741004104
01/05/19,SEA,0.496238229107577
01/05/20,MIN,0.492408642024315
01/05/20,NOR,0.701161633355208
01/05/20,PHI,0.518512631671725
01/05/20,SEA,0.541660984797406
01/05/86,CHI,0.50042689215897
01/05/86,NWE,0.541465891876602
01/05/86,NYG,0.33148741152195
01/05/86,RAI,0.273136937987154
01/05/91,KAN,0.472639927612885
01/05/91,MIA,0.519570292329896
01/05/91,PHI,0.529141838846192
01/05/91,WAS,0.504097962990212
01/05/92,BUF,0.511069790200829
01/05/92,DAL,0.541082459848699
01/05/92,DET,0.702288025676996
01/05/92,KAN,0.501576287463602
01/05/97,CAR,0.420422554588664
01/05/97,DAL,0.34609799787503
01/05/97,NWE,0.565390038045636
01/05/97,PIT,0.524483594617759
01/06/01,MIA,0.314993241615229
01/06/01,MIN,0.632195657955992
01/06/01,NOR,0.572320118575179
01/06/01,RAI,0.35565863866298
01/06/02,ATL,0.27586515350386
01/06/02,BUF,0.601284270085204
01/06/02,CAR,0.28488663303759
01/06/02,CHI,0.699274294752242
01/06/02,CIN,0.749146553529036
01/06/02,CLE,0.24049173917786
01/06/02,CLT,0.475561286765147
01/06/02,CRD,0.320293184892301
01/06/02,DAL,0.373692363260324
01/06/02,DEN,0.203469950108293
01/06/02,DET,0.631177864476109
01/06/02,GNB,0.561768836069164
01/06/02,JAX,0.350092457113537
01/06/02,KAN,0.38986987052782
01/06/02,MIA,0.322108992519584
01/06/02,NOR,0.452602626735305
01/06/02,NWE,0.399468798711299
01/06/02,NYG,0.656513969268089
01/06/02,NYJ,0.368126842933404
01/06/02,OTI,0.751682820364882
01/06/02,PHI,0.645011382350478
01/06/02,PIT,0.513141541454921
01/06/02,RAI,0.550292001345464
01/06/02,RAM,0.483826353378308
01/06/02,SEA,0.733533350469152
01/06/02,SFO,0.806916909635517
01/06/02,TAM,0.607270830604751
01/06/02,WAS,0.649504729556214
01/06/07,CLT,0.697813171076174
01/06/07,DAL,0.455786098157078
01/06/07,KAN,0.260743143598422
01/06/07,SEA,0.505061750983747
01/06/08,NYG,0.525428848676299
01/06/08,OTI,0.325859089661889
01/06/08,SDG,0.491335699676792
01/06/08,TAM,0.462384748881048
01/06/13,CLT,0.518983623448767
01/06/13,RAV,0.512975555074093
01/06/13,SEA,0.363064854162029
01/06/13,WAS,0.625022689061563
01/06/18,ATL,0.465136484625052
01/06/18,KAN,0.520965190751048
01/06/18,OTI,0.474183700117191
01/06/18,RAM,1.08294813229236
01/06/19,CHI,0.586739511281278
01/06/19,PHI,0.53681532913026
01/06/19,RAV,0.317749236163878
01/06/19,SDG,0.463459547452067
01/06/80,OTI,0.644368821058142
01/06/80,PIT,0.447455402790164
01/06/80,RAM,0.778141589318634
01/06/80,TAM,0.741635906860141
01/06/85,CHI,0.148035195409222
01/06/85,MIA,0.932471823714902
01/06/85,PIT,0.539443292346822
01/06/85,SFO,0.61490266409317
01/06/90,BUF,0.725728421591966
01/06/90,CLE,0.5716550971866
01/06/90,MIN,0.844982005458049
01/06/90,SFO,0.849645531173641
01/06/91,CHI,0.648296631492875
01/06/91,CIN,0.731886566206546
01/06/91,NOR,0.746018827408466
01/06/91,OTI,0.47445539219518
01/06/96,BUF,0.613856428360171
01/06/96,GNB,0.578242297709342
01/06/96,PIT,0.477010271517518
01/06/96,SFO,0.545418951021444
01/07/01,NYG,0.361892084151941
01/07/01,OTI,0.716609197324998
01/07/01,PHI,0.363983511903235
01/07/01,RAV,0.491478018720318
01/07/02,MIN,0.440616767476653
01/07/02,RAV,0.366069537877191
01/07/06,JAX,0.571537253245862
01/07/06,NWE,0.473002333535829
01/07/06,TAM,0.378149746125337
01/07/06,WAS,0.450348569718822
01/07/07,NWE,0.567042951914238
01/07/07,NYG,0.454585787991482
01/07/07,NYJ,0.724229514006055
01/07/07,PHI,0.447688370662556
01/07/12,CIN,0.356722653341487
01/07/12,DET,0.668230364760952
01/07/12,HTX,0.387638352453802
01/07/12,NOR,0.761687137186822
01/07/17,DET,0.413177058491657
01/07/17,HTX,0.469643934234076
01/07/17,RAI,0.347572693718358
01/07/17,SEA,0.515619876346562
01/07/18,BUF,0.57652935709133
01/07/18,CAR,0.800175688705222
01/07/18,JAX,0.373207484679023
01/07/18,NOR,0.591348127121424
01/07/79,DAL,0.329347961984953
01/07/79,OTI,8.80066038716059e-02
01/07/79,PIT,0.403767769378971
01/07/79,RAM,0.828273653117731
01/07/90,DEN,0.406256769123874
01/07/90,NYG,0.605919723867372
01/07/90,PIT,0.529958359359159
01/07/90,RAM,1.17214240267113
01/07/95,CHI,0.676416856861457
01/07/95,CLE,0.340633619252781
01/07/95,PIT,0.51876159915998
01/07/95,SFO,0.697538428114719
01/07/96,CLT,0.353133807789625
01/07/96,DAL,0.448038596264123
01/07/96,KAN,0.592276641450962
01/07/96,PHI,0.514970828164505
01/08/00,BUF,0.241844477726278
01/08/00,DET,0.393902457470762
01/08/00,OTI,0.271728255340249
01/08/00,WAS,0.386476169992641
01/08/05,NYJ,0.570839744513778
01/08/05,RAM,0.441844843684502
01/08/05,SDG,0.610430874884185
01/08/05,SEA,0.578514573707404
01/08/06,CAR,0.381110557311855
01/08/06,CIN,0.648334692591175
01/08/06,NYG,0.144946139174476
01/08/06,PIT,0.96842520838242
01/08/11,CLT,0.490035017373865
01/08/11,NOR,0.803843828602176
01/08/11,NYJ,0.410466221354282
01/08/11,SEA,0.628605764513162
01/08/12,ATL,0.491516227267741
01/08/12,DEN,0.53504463751657
01/08/12,NYG,0.629879900640377
01/08/12,PIT,0.437533562115676
01/08/17,GNB,0.638357227130906
01/08/17,MIA,0.459031853526537
01/08/17,NYG,0.531644703659837
01/08/17,PIT,0.38477613448357
01/08/83,CLE,0.423719384851183
01/08/83,CRD,0.553421067919365
01/08/83,DET,0.417245158385516
01/08/83,GNB,1.10136914488779
01/08/83,MIA,0.481452117987961
01/08/83,NWE,0.320995602614236
01/08/83,RAI,0.468804701417739
01/08/83,WAS,0.496121207963346
01/08/84,RAI,0.366147528878376
01/08/84,SEA,0.460562055409237
01/08/84,SFO,0.70777478543539
01/08/84,WAS,0.624820948515616
01/08/89,BUF,0.283377153615776
01/08/89,CHI,0.69114496777497
01/08/89,CIN,0.253368859930795
01/08/89,SFO,0.565707192722743
01/08/94,DET,0.37618853982207
01/08/94,GNB,0.526556606727471
01/08/94,KAN,0.813672910768127
01/08/94,PIT,0.615142756686525
01/08/95,DAL,0.794225568510254
01/08/95,GNB,0.710473948028565
01/08/95,MIA,0.647070917715657
01/08/95,SDG,0.501467054261507
01/09/00,DAL,0.489308694640962
01/09/00,MIA,0.485981603803367
01/09/00,MIN,0.481188958099001
01/09/00,SEA,0.251949379152642
01/09/05,CLT,0.719916652243985
01/09/05,DEN,0.514160384481534
01/09/05,GNB,0.334188564412659
01/09/05,MIN,0.593958327922704
01/09/10,CIN,0.398472191366589
01/09/10,DAL,0.563136327614678
01/09/10,NYJ,0.435050384497433
01/09/10,PHI,0.715743272766717
01/09/11,GNB,0.527934962601767
01/09/11,KAN,0.14756407389473
01/09/11,PHI,0.465668166667402
01/09/11,RAV,0.529221542501405
01/09/16,CIN,0.463806896439117
01/09/16,HTX,0.209121740169255
01/09/16,KAN,0.368326365795867
01/09/16,PIT,0.642081692778081
01/09/83,ATL,0.230169936509702
01/09/83,CIN,0.670151186230992
01/09/83,DAL,0.457890857200548
01/09/83,MIN,0.555843312809052
01/09/83,NYJ,0.778546591585261
01/09/83,PIT,0.595857474351624
01/09/83,SDG,0.72608842493376
01/09/83,TAM,0.301844098320405
01/09/88,CLE,0.575724577387697
01/09/88,CLT,0.716244336678749
01/09/88,MIN,0.524814080587042
01/09/88,SFO,0.875549083279891
01/09/93,BUF,0.484122919171008
01/09/93,PIT,0.191230772674551
01/09/93,SFO,0.48462312043074
01/09/93,WAS,0.56809389750257
01/09/94,DEN,0.942713978703382
01/09/94,MIN,0.659503713498443
01/09/94,NYG,0.419462719917204
01/09/94,RAI,0.524429983794195
01/09/99,ATL,0.317542110370821
01/09/99,DEN,0.444680224121314
01/09/99,MIA,0.446431519149592
01/09/99,SFO,0.446494414108694
01/10/04,CAR,0.639492027585766
01/10/04,NWE,0.565129014700563
01/10/04,OTI,0.393220799770247
01/10/04,RAM,0.447264064895478
01/10/09,CAR,0.266706954254063
01/10/09,CRD,0.517160318896056
01/10/09,OTI,0.518785306283592
01/10/09,RAV,0.443297636601316
01/10/10,CRD,0.779009993010914
01/10/10,GNB,0.640821220289831
01/10/10,NWE,0.398223809342177
01/10/10,RAV,0.242325018610434
01/10/15,CAR,0.48272097646328
01/10/15,NWE,0.98963219025796
01/10/15,RAV,0.678119386084264
01/10/15,SEA,0.532950717593428
01/10/16,GNB,0.567538470479464
01/10/16,MIN,0.360709603414479
01/10/16,SEA,0.36672771286655
01/10/16,WAS,0.523031292195056
01/10/82,CIN,0.730915150006362
01/10/82,DAL,0.377011520701541
01/10/82,SDG,0.357280801123278
01/10/82,SFO,0.462609304740715
01/10/88,CHI,0.249775092058389
01/10/88,DEN,0.477504144032968
01/10/88,OTI,0.526255279394043
01/10/88,WAS,0.430704001172586
01/10/93,DAL,0.476792878235958
01/10/93,MIA,0.572866273633351
01/10/93,PHI,0.374240004336175
01/10/93,SDG,0.528752412375052
01/10/99,CRD,0.46817877838971
01/10/99,JAX,0.424180691132513
01/10/99,MIN,0.751816305163469
01/10/99,NYJ,0.506153543150426
01/11/03,ATL,0.628364079895076
01/11/03,OTI,0.811380236802143
01/11/03,PHI,0.49614478221569
01/11/03,PIT,0.787090157569442
01/11/04,CLT,0.629615518591501
01/11/04,GNB,0.460313102090235
01/11/04,KAN,0.521490492022719
01/11/04,PHI,0.420962222460506
01/11/09,NYG,0.364302867803083
01/11/09,PHI,0.488949872129003
01/11/09,PIT,0.692225045541656
01/11/09,SDG,0.526336918459976
01/11/14,CLT,0.408401765551448
01/11/14,NOR,0.6018937980155
01/11/14,NWE,0.389395829116358
01/11/14,SEA,0.286955372512522
01/11/15,CLT,0.579580432323043
01/11/15,DAL,0.40617851203915
01/11/15,DEN,0.559609117413459
01/11/15,GNB,0.63483090444944
01/11/20,MIN,0.328663307085016
01/11/20,OTI,0.653814340207811
01/11/20,RAV,0.551007062317227
01/11/20,SFO,0.331422579155363
01/11/81,DAL,0.581492087881476
01/11/81,PHI,0.255893547236566
01/11/81,RAI,0.377145003547756
01/11/81,SDG,0.78104117800705
01/11/87,CLE,0.475972139907425
01/11/87,DEN,0.486851944905016
01/11/87,NYG,0.347271907317274
01/11/87,WAS,0.40722471220838
01/11/98,DEN,0.4713419389097
01/11/98,GNB,0.482274184188734
01/11/98,PIT,0.335906574802222
01/11/98,SFO,0.40676701386637
01/12/02,NYJ,0.665160863598059
01/12/02,PHI,0.412727374683738
01/12/02,RAI,0.588946100071768
01/12/02,TAM,0.323710101715978
01/12/03,NYJ,0.3945246684604
01/12/03,RAI,0.506704513774372
01/12/03,SFO,0.304371477341144
01/12/03,TAM,0.713215097767413
01/12/08,GNB,0.537366485060473
01/12/08,JAX,0.547892374585467
01/12/08,NWE,0.626210276381507
01/12/08,SEA,0.479579187384729
01/12/13,DEN,0.559582597648972
01/12/13,GNB,0.577157470642016
01/12/13,RAV,0.633203555810835
01/12/13,SFO,0.511813690790467
01/12/14,CAR,0.312121589697478
01/12/14,DEN,0.576938193978016
01/12/14,SDG,0.455260345836603
01/12/14,SFO,0.918963538595415
01/12/19,CLT,0.467887559146532
01/12/19,DAL,0.534120741977378
01/12/19,KAN,0.48833349784388
01/12/19,RAM,0.904420240534997
01/12/20,GNB,0.504659001964375
01/12/20,HTX,0.661478716311943
01/12/20,KAN,0.757744151817507
01/12/20,SEA,0.442676327709285
01/12/86,CHI,0.404533506697588
01/12/86,MIA,0.530040983252344
01/12/86,NWE,0.449490898684942
01/12/86,RAM,0.549372591249149
01/12/91,BUF,0.608187974758847
01/12/91,MIA,0.639980451720908
01/12/91,SFO,0.756038093162484
01/12/91,WAS,0.552060634899164
01/12/92,BUF,0.297590576082598
01/12/92,DEN,0.610774520578672
01/12/92,DET,0.627391125648932
01/12/92,WAS,0.497777025607294
01/12/97,CAR,0.415801918457354
