Date,Team,Sum_Rec Score
01/01/12,SEA,0.834213412584578
01/01/12,SFO,1.02760686405926
01/01/12,TAM,1.36881059692266
01/01/12,WAS,1.03206616373686
01/01/17,ATL,1.82055097679475
01/01/17,BUF,0.748403328623956
01/01/17,CAR,1.0159253907162
01/01/17,CHI,0.775208358445934
01/01/17,CIN,1.0760333772432
01/01/17,CLE,1.35802529261475
01/01/17,CLT,1.51573618217053
01/01/17,CRD,1.73178863440906
01/01/17,DAL,0.714921456311664
01/01/17,DEN,0.955633274213626
01/01/17,DET,1.67321372959867
01/01/17,GNB,1.76026407466048
01/01/17,HTX,1.25705494525904
01/01/17,JAX,1.3725184142566
01/01/17,KAN,1.36238332839285
01/01/17,MIA,1.27643563232527
01/01/17,MIN,1.47108142319848
01/01/17,NOR,1.63419321309347
01/01/17,NWE,1.70053223787992
01/01/17,NYG,0.756904376584406
01/01/17,NYJ,1.09040989959344
01/01/17,OTI,0.835692494719374
01/01/17,PHI,1.35824058074816
01/01/17,PIT,1.46408765670954
01/01/17,RAI,0.78334862816843
01/01/17,RAM,1.07322126280764
01/01/17,RAV,1.34458519973296
01/01/17,SDG,1.58217375225435
01/01/17,SEA,1.17501639017085
01/01/17,SFO,0.818584228243477
01/01/17,TAM,1.00486162163485
01/01/17,WAS,1.23368984027861
01/02/05,ATL,0.960768400604625
01/02/05,BUF,0.652848197669967
01/02/05,CAR,1.33707262864987
01/02/05,CHI,0.785577587386141
01/02/05,CIN,0.700513631987924
01/02/05,CLE,1.34105671445596
01/02/05,CLT,0.81580882971732
01/02/05,CRD,0.598699471514722
01/02/05,DAL,1.18061985709124
01/02/05,DEN,1.05753956806376
01/02/05,DET,1.59202410873064
01/02/05,GNB,1.26210330288083
01/02/05,HTX,0.688345312967799
01/02/05,JAX,0.623784008830052
01/02/05,KAN,1.54923837445093
01/02/05,MIA,0.897014351754036
01/02/05,MIN,1.35572231136471
01/02/05,NOR,0.768509556027541
01/02/05,NWE,1.19255665856048
01/02/05,NYG,0.965354720940983
01/02/05,NYJ,0.910694047343045
01/02/05,OTI,0.905432608657892
01/02/05,PHI,1.2248570339314
01/02/05,PIT,0.562935473309001
01/02/05,RAI,0.576678959191587
01/02/05,RAM,1.75103794847148
01/02/05,RAV,0.742266955853654
01/02/05,SDG,1.05929338095881
01/02/05,SEA,1.0340257633294
01/02/05,SFO,0.892044364628204
01/02/05,TAM,0.848217351371525
01/02/05,WAS,1.04171147401495
01/02/11,ATL,1.25664247907805
01/02/11,BUF,0.439871443954283
01/02/11,CAR,0.910008883365258
01/02/11,CHI,0.775828254904741
01/02/11,CIN,1.35027936525094
01/02/11,CLE,1.05882813900442
01/02/11,CLT,1.34319761020033
01/02/11,CRD,1.2312859404827
01/02/11,DAL,0.508266981811862
01/02/11,DEN,0.958257128397807
01/02/11,DET,1.2633898617609
01/02/11,GNB,0.856450128019588
01/02/11,HTX,0.90945080123459
01/02/11,JAX,0.781498584460252
01/02/11,KAN,0.539992784358099
01/02/11,MIA,0.87903717516102
01/02/11,MIN,0.633881077845505
01/02/11,NOR,1.04150096990471
01/02/11,NWE,1.28928356328749
01/02/11,NYG,0.877012507588642
01/02/11,NYJ,0.591471604629756
01/02/11,OTI,1.46098049207161
01/02/11,PHI,0.822879621299675
01/02/11,PIT,1.41017494421066
01/02/11,RAI,0.751483996318076
01/02/11,RAM,0.663768954570231
01/02/11,RAV,0.478526735704013
01/02/11,SDG,1.02978873525732
01/02/11,SEA,0.857566292280926
01/02/11,SFO,1.00357421806732
01/02/11,TAM,1.05283021543333
01/02/11,WAS,1.35921723805761
01/03/04,CAR,1.06035986876202
01/03/04,DAL,0.835968213243158
01/03/04,OTI,0.758132813868984
01/03/04,RAV,1.09908020640522
01/03/09,ATL,1.39036322670995
01/03/09,CLT,1.36903343240503
01/03/09,CRD,1.36667054644976
01/03/09,SDG,1.11872168322777
01/03/10,ATL,1.03206831527889
01/03/10,BUF,0.80694470035263
01/03/10,CAR,0.691863289161475
01/03/10,CHI,1.3353386552198
01/03/10,CIN,0.123133663644547
01/03/10,CLE,0.300303490450766
01/03/10,CLT,0.651947764285196
01/03/10,CRD,0.792168915705278
01/03/10,DAL,1.23497075341997
01/03/10,DEN,1.56463702555806
01/03/10,DET,1.11882607199417
01/03/10,GNB,1.02491655656318
01/03/10,HTX,1.29285623022571
01/03/10,JAX,1.01382513677604
01/03/10,KAN,0.840482237451948
01/03/10,MIA,0.978365785859396
01/03/10,MIN,1.56664110605449
01/03/10,NOR,0.442194977399125
01/03/10,NWE,1.018514536989
01/03/10,NYG,0.688629121559309
01/03/10,NYJ,0.387409075095926
01/03/10,OTI,0.697716572075995
01/03/10,PHI,0.784737606529173
01/03/10,PIT,1.01860095526822
01/03/10,RAI,1.15740094846231
01/03/10,RAM,0.452685445332064
01/03/10,RAV,0.429023118897809
01/03/10,SDG,1.35035170649461
01/03/10,SEA,0.751095416588809
01/03/10,SFO,0.785553661300855
01/03/10,TAM,0.737951741484821
01/03/10,WAS,1.20015069156842
01/03/15,CAR,1.09879004614083
01/03/15,CRD,0.604806970709091
01/03/15,PIT,1.8609854087028
01/03/15,RAV,1.25917262640047
01/03/16,ATL,1.45331886520296
01/03/16,BUF,0.805011239399225
01/03/16,CAR,1.15565955917095
01/03/16,CHI,1.11620667324327
01/03/16,CIN,0.929593688058293
01/03/16,CLE,1.03998809001821
01/03/16,CLT,1.07072050079302
01/03/16,CRD,0.976005010652599
01/03/16,DAL,1.96051855015833
01/03/16,DEN,1.0102614983999
01/03/16,DET,1.57670512194492
01/03/16,GNB,1.27256067529146
01/03/16,HTX,1.14063953593985
01/03/16,JAX,0.779991067513655
01/03/16,KAN,0.801551149036716
01/03/16,MIA,1.44199184975867
01/03/16,MIN,0.352531964191214
01/03/16,NOR,2.04145543462764
01/03/16,NWE,0.400795797231106
01/03/16,NYG,1.44279809562224
01/03/16,NYJ,0.917312958555955
01/03/16,OTI,0.721777223272415
01/03/16,PHI,1.50404887163394
01/03/16,PIT,1.53693804716592
01/03/16,RAI,0.88176024649743
01/03/16,RAM,0.911978895128001
01/03/16,RAV,1.66875486540132
01/03/16,SDG,1.02122235148726
01/03/16,SEA,1.5098611429173
01/03/16,SFO,1.68892347043643
01/03/16,TAM,1.32705993820676
01/03/16,WAS,1.33393024466436
01/04/03,ATL,0.725864757964119
01/04/03,CLT,0.707845388942557
01/04/03,GNB,1.19629032944628
01/04/03,NYJ,1.3616766429775
01/04/04,CLT,2.00562586015337
01/04/04,DEN,1.05984908717376
01/04/04,GNB,1.44678407512816
01/04/04,SEA,1.37107426028922
01/04/09,MIA,1.28455060428601
01/04/09,MIN,0.793846826976368
01/04/09,PHI,1.3622402103741
01/04/09,RAV,0.5690147191185
01/04/14,CLT,1.97112826899529
01/04/14,KAN,1.72406398725995
01/04/14,NOR,0.992146969507494
01/04/14,PHI,1.05938649842361
01/04/15,CIN,0.809987899339013
01/04/15,CLT,1.7334919005728
01/04/15,DAL,1.33892294790471
01/04/15,DET,1.56469385753872
01/04/20,BUF,1.26999456509464
01/04/20,HTX,1.10682713335987
01/04/20,NWE,0.967645336326045
01/04/20,OTI,0.459118275050237
01/05/03,CLE,1.95499953193027
01/05/03,NYG,1.94976159078853
01/05/03,PIT,2.13920644707871
01/05/03,SFO,1.84614190403904
01/05/08,JAX,0.556010351861775
01/05/08,PIT,1.62118376218684
01/05/08,SEA,1.03464876118792
01/05/08,WAS,1.51318367584205
01/05/13,CIN,0.551757330492902
01/05/13,GNB,1.3795559899033
01/05/13,HTX,1.27439675802205
01/05/13,MIN,0.704655335152116
01/05/14,CIN,1.50939037834525
01/05/14,GNB,0.782624588474612
01/05/14,SDG,0.651308540555377
01/05/14,SFO,0.930640353020915
01/05/19,CLT,1.12424023657249
01/05/19,DAL,1.34959910349314
01/05/19,HTX,1.23121259527353
01/05/19,SEA,0.769924282673771
01/05/20,MIN,1.03379964449218
01/05/20,NOR,1.22969132778492
01/05/20,PHI,0.672482363564811
01/05/20,SEA,1.09525493808394
01/06/01,MIA,0.554130449312913
01/06/01,MIN,0.961547367637342
01/06/01,NOR,1.12112502648315
01/06/01,RAI,0.47408887812422
01/06/02,ATL,0.667756295301685
01/06/02,BUF,1.07108041923898
01/06/02,CAR,0.659682471525746
01/06/02,CHI,0.862375846297596
01/06/02,CIN,1.45529707265316
01/06/02,CLE,0.606114590454989
01/06/02,CLT,1.12996190491634
01/06/02,CRD,0.586539426680361
01/06/02,DAL,0.62187384880491
01/06/02,DEN,0.803985120451102
01/06/02,DET,1.60652102798894
01/06/02,GNB,1.23531078511264
01/06/02,JAX,1.13598601396194
01/06/02,KAN,1.12399391413238
01/06/02,MIA,0.578301976557941
01/06/02,NOR,0.765581133369116
01/06/02,NWE,1.02726573580454
01/06/02,NYG,1.86688934528523
01/06/02,NYJ,1.03770625209192
01/06/02,OTI,1.30924865669394
01/06/02,PHI,1.0373663491586
01/06/02,PIT,0.757484123805255
01/06/02,RAI,1.09023135778337
01/06/02,RAM,1.53844363910677
01/06/02,SEA,1.26504558405754
01/06/02,SFO,1.40573930271738
01/06/02,TAM,0.929798849002419
01/06/02,WAS,0.88748186474988
01/06/07,CLT,1.44337938850356
01/06/07,DAL,0.858439865404698
01/06/07,KAN,0.646781122422583
01/06/07,SEA,1.10489765302246
01/06/08,NYG,1.13383206644946
01/06/08,OTI,0.690174901587113
01/06/08,SDG,1.50938706869661
01/06/08,TAM,1.08021879928539
01/06/13,CLT,1.36645592165827
01/06/13,RAV,1.08093366000825
01/06/13,SEA,0.87231497141118
01/06/13,WAS,0.808543006834118
01/06/18,ATL,1.08315766546341
01/06/18,KAN,1.30823175619012
01/06/18,OTI,1.08337439360386
01/06/18,RAM,2.33608863599197
01/06/19,CHI,1.21127513237599
01/06/19,PHI,1.68442913123176
01/06/19,RAV,0.793162983054867
01/06/19,SDG,0.690707221688048
01/07/01,NYG,0.375972130025191
01/07/01,OTI,0.743637973340928
01/07/01,PHI,0.684979546917122
01/07/01,RAV,0.248949571823139
01/07/02,MIN,0.550162229176501
01/07/02,RAV,0.564684387228279
01/07/06,JAX,1.08197027344863
01/07/06,NWE,1.0606929294761
01/07/06,TAM,1.01582415409329
01/07/06,WAS,0.27157629390213
01/07/07,NWE,1.21023270278848
01/07/07,NYG,0.903434887705505
01/07/07,NYJ,1.2952119916721
01/07/07,PHI,0.843491043712429
01/07/12,CIN,1.00719976406677
01/07/12,DET,1.63426483853975
01/07/12,HTX,0.662935470521548
01/07/12,NOR,1.82202555160528
01/07/17,DET,0.842797646131612
01/07/17,HTX,0.812918827618785
01/07/17,RAI,0.854593128829055
01/07/17,SEA,1.21080478825471
01/07/18,BUF,0.863460567308358
01/07/18,CAR,1.61531120672543
01/07/18,JAX,0.570821567016122
01/07/18,NOR,1.50331591859577
01/08/05,NYJ,1.25599275905774
01/08/05,RAM,1.21500268752387
01/08/05,SDG,1.38948311992879
01/08/05,SEA,1.4350483680618
01/08/06,CAR,0.785968258954893
01/08/06,CIN,1.23893786439553
01/08/06,NYG,0.489120162515768
01/08/06,PIT,0.972395392370175
01/08/11,CLT,0.938845261392297
01/08/11,NOR,2.12506753504039
01/08/11,NYJ,0.817640427300815
01/08/11,SEA,1.34693563529871
01/08/12,ATL,0.85701981412858
01/08/12,DEN,0.907129386266374
01/08/12,NYG,1.21210266616463
01/08/12,PIT,1.05416885427489
01/08/17,GNB,1.78685608369394
01/08/17,MIA,1.47261450491509
01/08/17,NYG,1.19201553906834
01/08/17,PIT,0.801831525637229
01/09/05,CLT,1.81349463214278
01/09/05,DEN,1.27726537210579
01/09/05,GNB,1.04917225453563
01/09/05,MIN,1.22704091981791
01/09/10,CIN,0.695975880543432
01/09/10,DAL,1.09770650265453
01/09/10,NYJ,0.729656202716622
01/09/10,PHI,1.1151435752212
01/09/11,GNB,1.05003778925961
01/09/11,KAN,0.242834260544017
01/09/11,PHI,1.07516585526024
01/09/11,RAV,1.39070103135135
01/09/16,CIN,1.01448763171261
01/09/16,HTX,0.636267406515116
01/09/16,KAN,0.784737821752619
01/09/16,PIT,0.995631421222329
01/10/04,CAR,1.14587011530436
01/10/04,NWE,1.12834559552608
01/10/04,OTI,1.05010541121928
01/10/04,RAM,1.47605442637122
01/10/09,CAR,1.04447699158531
01/10/09,CRD,1.20409320735745
01/10/09,OTI,1.38943882980627
01/10/09,RAV,0.685737602300272
01/10/10,CRD,1.75691047351842
01/10/10,GNB,1.59408218515046
01/10/10,NWE,0.909740757570524
01/10/10,RAV,0.157161813747612
01/10/15,CAR,1.43793411487356
01/10/15,NWE,2.36172172799653
01/10/15,RAV,1.85647731711688
01/10/15,SEA,1.28324569761075
01/10/16,GNB,1.06077526980906
01/10/16,MIN,0.553118950537414
01/10/16,SEA,0.73178914251912
01/10/16,WAS,1.3691715804436
01/11/03,ATL,1.28959397250696
01/11/03,OTI,1.76260122360062
01/11/03,PHI,1.1433434359047
01/11/03,PIT,1.35135540490439
01/11/04,CLT,1.61260818174567
01/11/04,GNB,0.928141157823046
01/11/04,KAN,1.10614539511333
01/11/04,PHI,1.31144251688996
01/11/09,NYG,0.772690419053598
01/11/09,PHI,1.19825482414647
01/11/09,PIT,0.928910023810275
01/11/09,SDG,1.54909823092565
01/11/14,CLT,1.238448430393
01/11/14,NOR,1.25244622063806
01/11/14,NWE,0.685157400307489
01/11/14,SEA,0.386003339506155
01/11/15,CLT,1.58578334226975
01/11/15,DAL,1.0457427766826
01/11/15,DEN,1.24968293342756
01/11/15,GNB,1.72213697248011
01/11/20,MIN,0.843434605686341
01/11/20,OTI,0.639730161977139
01/11/20,RAV,1.60318140167398
01/11/20,SFO,0.818387675445905
01/12/02,NYJ,1.48669557245494
01/12/02,PHI,0.99268516693169
01/12/02,RAI,1.45519998090731
01/12/02,TAM,1.00760624973299
01/12/03,NYJ,1.15550984822316
01/12/03,RAI,1.38649219808427
01/12/03,SFO,1.04163619527397
01/12/03,TAM,1.14669771101692
01/12/08,GNB,1.17353282420005
01/12/08,JAX,1.35178229004776
01/12/08,NWE,1.42342248868713
01/12/08,SEA,0.913835248996308
01/12/13,DEN,1.60995016349333
01/12/13,GNB,1.33359572181545
01/12/13,RAV,1.43756435121861
01/12/13,SFO,1.1565341326311
01/12/14,CAR,0.918176962479237
01/12/14,DEN,1.15945495135224
01/12/14,SDG,0.99112253767391
01/12/14,SFO,0.848430255536523
01/12/19,CLT,0.920848590884143
01/12/19,DAL,1.30059638649566
01/12/19,KAN,1.20492144578593
01/12/19,RAM,1.49951556981883
01/12/20,GNB,1.08394027185192
01/12/20,HTX,1.71574763755596
01/12/20,KAN,1.68687380146648
01/12/20,SEA,1.22768779670534
01/13/02,GNB,1.35984934343617
01/13/02,MIA,0.610178444523096
01/13/02,RAV,0.664996076132355
01/13/02,SFO,1.19434604123608
01/13/07,CLT,0.768345485159712
01/13/07,NOR,1.1073883705345
01/13/07,PHI,0.903539223348876
01/13/07,RAV,0.748507537049395
01/13/08,CLT,1.98763522615149
01/13/08,DAL,1.00935713103321
01/13/08,NYG,0.845902199658189
01/13/08,SDG,1.67344224630213
01/13/13,ATL,1.50323472785554
01/13/13,HTX,1.82100735072859
01/13/13,NWE,1.6254000079618
01/13/13,SEA,1.67377228339869
01/13/18,ATL,1.03949153426115
01/13/18,NWE,1.83505640092302
01/13/18,OTI,1.18087654986319
01/13/18,PHI,1.17791999283693
01/13/19,NOR,1.37395041416869
01/13/19,NWE,1.59401462984731
01/13/19,PHI,0.950770380795247
01/13/19,SDG,1.49783194050765
01/14/01,MIN,0.29295476618551
01/14/01,NYG,1.52340937519298
01/14/01,RAI,0.547359761302932
01/14/01,RAV,0.456174024765756
01/14/06,DEN,0.862004939765473
01/14/06,NWE,1.23536038420434
01/14/06,SEA,0.87413509081551
01/14/06,WAS,1.00249594265296
01/14/07,CHI,1.15094231729512
01/14/07,NWE,1.4260733711767
01/14/07,SDG,0.82822607232098
01/14/07,SEA,0.869542194436938
01/14/12,DEN,0.476560677578182
01/14/12,NOR,2.0901888817564
01/14/12,NWE,1.79305383396887
01/14/12,SFO,1.25571204938416
01/14/17,ATL,1.71079449531632
01/14/17,HTX,0.954364813775722
01/14/17,NWE,1.22694252008091
01/14/17,SEA,0.988036173976327
01/14/18,JAX,0.908951645026939
01/14/18,MIN,1.26195115038008
01/14/18,NOR,1.55500550345987
01/14/18,PIT,2.3050266107759
01/15/05,ATL,0.581825664207438
01/15/05,NYJ,0.860619694081466
01/15/05,PIT,0.919630614113664
01/15/05,RAM,1.28039125924899
01/15/06,CAR,1.48547060828839
01/15/06,CHI,0.94181251109145
01/15/06,CLT,1.16758758253817
01/15/06,PIT,0.881557701450476
01/15/11,ATL,0.863384252453313
01/15/11,GNB,1.69888437655485
01/15/11,PIT,1.03258592426283
01/15/11,RAV,0.692233992217468
01/15/12,GNB,1.26258966125131
01/15/12,HTX,0.767311184214399
01/15/12,NYG,1.33584060600634
01/15/12,RAV,0.808991091855377
01/15/17,DAL,1.6037229567008
01/15/17,GNB,1.70025463343085
01/15/17,KAN,0.857210541007993
01/15/17,PIT,0.895068767630283
01/16/05,CLT,1.17577552240999
01/16/05,MIN,1.19681411176823
01/16/05,NWE,0.780969326606988
01/16/05,PHI,1.22686670806682
01/16/10,CLT,1.28793773788563
01/16/10,CRD,0.967951676144196
01/16/10,NOR,1.22344923902385
01/16/10,RAV,0.769204001992028
01/16/11,CHI,0.989514592218768
01/16/11,NWE,2.11991606892654
01/16/11,NYJ,0.942917658858417
01/16/11,SEA,1.33253022350002
01/16/16,CRD,1.56176085591603
01/16/16,GNB,1.23086754302213
01/16/16,KAN,1.21267513293046
01/16/16,NWE,1.46553290644256
01/17/10,DAL,0.814639176040649
01/17/10,MIN,1.05723810699238
01/17/10,NYJ,0.627989936341589
01/17/10,SDG,1.14485418483839
01/17/16,CAR,0.831639122794569
01/17/16,DEN,0.8890800653036
01/17/16,PIT,1.07016861430002
01/17/16,SEA,1.74281876243385
01/18/04,CAR,0.548974795185948
01/18/04,CLT,1.24701177897147
01/18/04,NWE,1.27924693549082
01/18/04,PHI,0.796719661642397
01/18/09,CRD,1.57392884631963
01/18/09,PHI,1.83389584885731
01/18/09,PIT,1.01782830608788
01/18/09,RAV,0.636214057001448
01/18/15,CLT,0.632144822637943
01/18/15,GNB,1.0562315984419
01/18/15,NWE,1.48115860798591
01/18/15,SEA,1.10556916259617
01/19/02,CHI,0.363046698711806
01/19/02,NWE,1.56098362188141
01/19/02,PHI,1.41882278340346
01/19/02,RAI,0.9155372898344
01/19/03,OTI,1.12256949473493
01/19/03,PHI,1.32008719013051
01/19/03,RAI,1.7438402978229
01/19/03,TAM,1.10325788954028
01/19/14,DEN,1.74491516352332
01/19/14,NWE,1.21955906822959
01/19/14,SEA,0.82290196092217
01/19/14,SFO,0.701837053767006
01/19/20,GNB,1.60248246842242
01/19/20,KAN,1.43452721417129
01/19/20,OTI,1.18190250275926
01/19/20,SFO,0.276271364083841
01/20/02,GNB,1.46546422060786
01/20/02,PIT,0.752661279029518
01/20/02,RAM,1.05752422705402
01/20/02,RAV,0.719450738228941
01/20/08,GNB,1.05733730397856
01/20/08,NWE,1.15304244854272
01/20/08,NYG,1.04033477900755
01/20/08,SDG,1.37001894913014
01/20/13,ATL,1.95501777606417
01/20/13,NWE,1.59989560525623
01/20/13,RAV,1.4036405946212
01/20/13,SFO,1.00912235830967
01/20/19,KAN,1.14885969865477
01/20/19,NOR,1.18590403790989
01/20/19,NWE,1.54930149417081
01/20/19,RAM,2.50786267016736
01/21/07,CHI,0.661175936894853
01/21/07,CLT,1.63452956567893
01/21/07,NOR,1.52013573892182
01/21/07,NWE,1.11335144079481
01/21/18,JAX,1.28242124303281
01/21/18,MIN,1.38739933373256
01/21/18,NWE,1.47521514239373
01/21/18,PHI,1.80961995666657
01/22/06,CAR,0.803945508558477
01/22/06,DEN,0.926813406179472
01/22/06,PIT,1.31674346761173
01/22/06,SEA,1.10155102696631
01/22/12,NWE,1.00993817254898
01/22/12,NYG,1.48004057949242
01/22/12,RAV,1.19758933136461
01/22/12,SFO,0.7100056467699
01/22/17,ATL,1.99423900110135
01/22/17,GNB,1.63392096655714
01/22/17,NWE,1.82862371583327
01/22/17,PIT,1.58664343749341
01/23/05,ATL,0.445169494484976
01/23/05,NWE,0.838133640517627
01/23/05,PHI,0.918909211632589
01/23/05,PIT,0.974705885576578
01/23/11,CHI,0.968733138117023
01/23/11,GNB,0.828526888533823
01/23/11,NYJ,1.10076238758771
01/23/11,PIT,0.498102282139028
01/24/10,CLT,1.5095797647687
01/24/10,MIN,1.27135070072337
01/24/10,NOR,0.906874315569231
01/24/10,NYJ,1.34314948944562
01/24/16,CAR,1.18455833138655
01/24/16,CRD,1.12374064850665
01/24/16,DEN,0.86640238231126
01/24/16,NWE,1.30880783022721
01/26/03,RAI,1.34026157133057
01/26/03,TAM,1.30671673404387
01/27/02,NWE,1.13491254001028
01/27/02,PHI,0.935907280344939
01/27/02,PIT,1.19127647627865
01/27/02,RAM,1.19434604123608
01/28/01,NYG,0.398993393185456
01/28/01,RAV,0.452396054716314
02/01/04,CAR,1.37677660282286
02/01/04,NWE,1.94765065248293
02/01/09,CRD,2.03363012192513
02/01/09,PIT,1.21251090735926
02/01/15,NWE,2.2700676245214
02/01/15,SEA,1.09136298889276
02/02/14,DEN,1.35231347409702
02/02/14,SEA,0.965146999679702
02/03/02,NWE,0.796918236026192
02/03/02,RAM,1.5868434935854
02/03/08,NWE,1.45580549078134
02/03/08,NYG,1.23058547771076
02/03/13,RAV,1.43323520521413
02/03/13,SFO,1.15460491817837
02/03/19,NWE,1.00430894435066
02/03/19,RAM,1.82327015593865
02/04/07,CHI,0.927223911914939
02/04/07,CLT,1.21917235658536
02/04/18,NWE,2.00341058221717
02/04/18,PHI,1.84497076799914
02/05/06,PIT,0.69676878519551
02/05/06,SEA,1.3233364532845
02/05/12,NWE,1.2992099206942
02/05/12,NYG,1.36481048254227
02/05/17,ATL,1.18758222635541
02/05/17,NWE,2.39791244055954
02/06/05,NWE,1.20353598364654
02/06/05,PHI,1.66373723566845
02/06/11,GNB,1.28923518169304
02/06/11,PIT,1.16983130541101
02/07/10,CLT,1.3272481593076
02/07/10,NOR,1.3678311566463
02/07/16,CAR,0.863615029693998
02/07/16,DEN,0.502124892708232
08/01/19,ATL,0.550522927026349
08/01/19,DEN,0.485539820895688
08/02/18,CHI,0.646579698452365
08/02/18,RAV,0.639711090932102
08/03/14,BUF,0.994714287067704
08/03/14,NYG,0.650463657440103
08/03/17,CRD,0.852642609200261
08/03/17,DAL,0.718016905235862
08/04/13,DAL,0.117231208106966
08/04/13,MIA,0.443289196980906
08/05/12,CRD,0.844558631164575
08/05/12,NOR,1.14160059920369
08/07/14,CIN,0.984904386352239
08/07/14,CLT,0.715433078769384
08/07/14,DAL,0.687723251296846
08/07/14,DEN,0.461655854143233
08/07/14,KAN,0.691965979561232
08/07/14,NWE,0.945155336805945
08/07/14,NYJ,0.494563296173033
08/07/14,RAV,0.758631555341423
08/07/14,SDG,0.772814130154392
08/07/14,SEA,0.877852543493046
08/07/14,SFO,0.367069788043027
08/07/14,WAS,1.02620127461617
08/08/13,ATL,0.686452559084119
08/08/13,CIN,0.801066707258166
08/08/13,CLE,0.894827600377248
08/08/13,DEN,0.496029959970143
08/08/13,OTI,0.680113637029597
08/08/13,RAM,0.739640565453211
08/08/13,RAV,0.745548039299286
08/08/13,SDG,0.465797804625148
08/08/13,SEA,1.05710484494395
08/08/13,SFO,0.813876679559203
08/08/13,TAM,0.835568734051641
08/08/13,WAS,1.00660111909171
08/08/14,ATL,0.807542564810457
08/08/14,BUF,0.817396586686917
08/08/14,CAR,1.20653903599706
08/08/14,CHI,1.47835671252646
08/08/14,JAX,0.410226561103939
08/08/14,MIA,1.09566579056844
08/08/14,MIN,0.652321124587221
08/08/14,NOR,1.23923581517938
08/08/14,PHI,0.8258485239822
08/08/14,RAI,0.687260222090764
08/08/14,RAM,1.05928290497259
08/08/14,TAM,0.852205617024829
08/08/19,ATL,0.658228911549485
08/08/19,BUF,0.963395210276786
08/08/19,CAR,0.613995978453081
08/08/19,CHI,0.835843810605985
08/08/19,CLE,1.0683940313372
08/08/19,CLT,0.957803247144447
08/08/19,CRD,1.03108560923084
08/08/19,DEN,0.536302253532956
08/08/19,DET,0.288666251742303
08/08/19,GNB,0.855401703373683
08/08/19,HTX,1.12552472673086
08/08/19,JAX,0.168937140111766
08/08/19,MIA,1.04417473100931
08/08/19,NWE,1.42087701566693
08/08/19,NYG,1.54982869290635
08/08/19,NYJ,1.60369825830844
08/08/19,OTI,1.42512244258462
08/08/19,PHI,0.716853282547559
08/08/19,RAV,0.772880505616658
08/08/19,SDG,0.505436566331843
08/08/19,SEA,0.259998110927181
08/08/19,WAS,1.0348937185536
08/09/12,ATL,1.12593548065724
08/09/12,BUF,0.474471630476105
08/09/12,CHI,0.500547548492724
08/09/12,DEN,0.68543800588457
08/09/12,GNB,0.64123480664417
08/09/12,NOR,0.65135146372725
08/09/12,NWE,0.647419103956228
08/09/12,PHI,1.12686768058466
08/09/12,PIT,0.614955690346865
08/09/12,RAV,1.37058680682561
08/09/12,SDG,1.09301304968884
08/09/12,WAS,0.881057180670924
08/09/13,CAR,0.707001769930794
08/09/13,CHI,0.650816322877261
08/09/13,CRD,0.641052903697317
08/09/13,DAL,0.700058793271561
08/09/13,DET,0.550964864589709
08/09/13,GNB,0.445763057742259
08/09/13,HTX,1.48820379562862
08/09/13,JAX,0.573616671405517
08/09/13,KAN,0.609333382293998
08/09/13,MIA,0.570782616831516
08/09/13,MIN,0.932387251271389
08/09/13,NOR,0.767058957489603
08/09/13,NWE,0.89654763247674
