Date,Team,Sum_Passing Score
01/02/11,PIT,1.16691422669491
01/02/11,RAI,0.651843884114565
01/02/11,RAM,0.412027150166076
01/02/11,RAV,0.267693569212593
01/02/11,SDG,0.44576166000623
01/02/11,SEA,0.647375611006727
01/02/11,SFO,0.605927807763375
01/02/11,TAM,0.815928340066181
01/02/11,WAS,0.709191188104399
01/02/82,DAL,0.505914533546568
01/02/82,MIA,1.03438908422912
01/02/82,SDG,1.12456641260078
01/02/82,TAM,8.76959591369805e-02
01/02/83,ATL,0.527166474095039
01/02/83,BUF,0.474342192298299
01/02/83,CHI,0.38449719538267
01/02/83,CIN,0.86219342575766
01/02/83,CLE,0.492177991750837
01/02/83,CLT,0.382195299356906
01/02/83,CRD,0.223008114117752
01/02/83,DEN,0.608288309538968
01/02/83,DET,0.740867275586752
01/02/83,GNB,0.271988536237046
01/02/83,KAN,0.736207352585325
01/02/83,MIA,1.01318848319573
01/02/83,NOR,0.808329798478857
01/02/83,NWE,0.646301039763519
01/02/83,NYG,0.404485294809869
01/02/83,NYJ,0.657878420271695
01/02/83,OTI,0.524458122526221
01/02/83,PHI,0.415746120853391
01/02/83,PIT,0.454723144896493
01/02/83,RAI,0.463136155258294
01/02/83,RAM,1.31192845114762
01/02/83,SDG,0.440521042475465
01/02/83,SEA,1.03671803313726
01/02/83,SFO,0.586793076299245
01/02/83,TAM,0.798797574943908
01/02/83,WAS,0.447229945525627
01/02/93,KAN,0.241889228874989
01/02/93,MIN,0.136848051446159
01/02/93,SDG,0.365496446193771
01/02/93,WAS,0.738990294798994
01/02/94,ATL,0.627802869754794
01/02/94,BUF,0.813385999490797
01/02/94,CHI,0.469989265032147
01/02/94,CIN,0.357783463233437
01/02/94,CLE,0.483190556829308
01/02/94,CLT,0.744710269031369
01/02/94,CRD,0.88648725186376
01/02/94,DAL,0.52883663507159
01/02/94,DEN,0.935200865027881
01/02/94,DET,0.543701385038035
01/02/94,GNB,0.378890059125019
01/02/94,KAN,0.866550524314413
01/02/94,MIA,0.810169765412254
01/02/94,NOR,0.599187929590248
01/02/94,NWE,0.957428691326476
01/02/94,NYG,0.405577730825438
01/02/94,NYJ,0.430108697442151
01/02/94,OTI,0.790303058442302
01/02/94,PIT,0.47262687992242
01/02/94,RAI,0.817332840699741
01/02/94,RAM,1.28602329983242
01/02/94,SDG,0.745511576222593
01/02/94,SEA,0.63731718418843
01/02/94,TAM,0.901170256702836
01/02/99,BUF,0.598114383253206
01/02/99,CRD,0.600559299968866
01/02/99,DAL,0.432727562012017
01/02/99,MIA,0.601923899602263
01/03/00,ATL,0.825968367883638
01/03/00,SFO,0.80770388973209
01/03/04,CAR,0.626611801298535
01/03/04,DAL,0.411750131121131
01/03/04,OTI,0.344543614578841
01/03/04,RAV,0.476950898753399
01/03/09,ATL,0.513169933905248
01/03/09,CLT,0.735215612960108
01/03/09,CRD,0.649325766873189
01/03/09,SDG,0.364883628148993
01/03/10,ATL,0.561959099635553
01/03/10,BUF,0.64061991716218
01/03/10,CAR,0.446241549901988
01/03/10,CHI,0.780526849738594
01/03/10,CIN,0.32065183902211
01/03/10,CLE,0.261152484288185
01/03/10,CLT,0.549651971142722
01/03/10,CRD,0.74960892072742
01/03/10,DAL,0.637911392984022
01/03/10,DEN,0.680161804806078
01/03/10,DET,0.604093141658486
01/03/10,GNB,0.723634984025574
01/03/10,HTX,0.689022645802211
01/03/10,JAX,0.551385646365674
01/03/10,KAN,0.547714670323225
01/03/10,MIA,0.9712650410847
01/03/10,MIN,1.12412130058711
01/03/10,NOR,0.400845607228004
01/03/10,NWE,0.702498189196995
01/03/10,NYG,0.542156645028611
01/03/10,NYJ,0.335578113980172
01/03/10,OTI,0.448186935438923
01/03/10,PHI,0.453671162265283
01/03/10,PIT,0.719756037201119
01/03/10,RAI,0.753835967586786
01/03/10,RAM,0.321557443469189
01/03/10,RAV,0.253490472078263
01/03/10,SDG,0.926723696048022
01/03/10,SEA,0.59574225379524
01/03/10,SFO,0.486815280293694
01/03/10,TAM,0.408800639390982
01/03/10,WAS,0.77569061998062
01/03/15,CAR,0.41783205767307
01/03/15,CRD,0.163152506851649
01/03/15,PIT,0.52772649632867
01/03/15,RAV,0.483456247358641
01/03/16,ATL,0.576435375956636
01/03/16,BUF,0.3718483337249
01/03/16,CAR,0.46713757332849
01/03/16,CHI,0.261057559908447
01/03/16,CIN,0.414627081185949
01/03/16,CLE,0.253734179694543
01/03/16,CLT,0.647637774293783
01/03/16,CRD,0.488267039257073
01/03/16,DAL,0.627372048910737
01/03/16,DEN,0.530297566800239
01/03/16,DET,0.602134300270315
01/03/16,GNB,0.446705569936239
01/03/16,HTX,0.626381439371823
01/03/16,JAX,0.133724723540348
01/03/16,KAN,0.493923001121421
01/03/16,MIA,0.646842184305599
01/03/16,MIN,0.175875780663614
01/03/16,NOR,1.1043012673119
01/03/16,NWE,0.453308307005676
01/03/16,NYG,0.607830334801985
01/03/16,NYJ,0.362840127521622
01/03/16,OTI,0.408383181773217
01/03/16,PHI,0.611382459980018
01/03/16,PIT,0.608071072767329
01/03/16,RAI,0.29263804634669
01/03/16,RAM,0.652155405069849
01/03/16,RAV,1.13549301633251
01/03/16,SDG,0.448236943952045
01/03/16,SEA,0.735709380247716
01/03/16,SFO,0.591903810177703
01/03/16,TAM,0.470324689850069
01/03/16,WAS,0.779497510721956
01/03/81,BUF,0.409373030597188
01/03/81,MIN,0.218714177650721
01/03/81,PHI,0.390428263892564
01/03/81,SDG,0.58834841134338
01/03/82,BUF,0.47375210792483
01/03/82,CIN,0.394637966674948
01/03/82,NYG,0.603276806664962
01/03/82,SFO,0.58178827467631
01/03/83,DAL,0.376567700059277
01/03/83,MIN,0.443193048666594
01/03/87,CHI,0.362470086604305
01/03/87,CLE,0.925368390804435
01/03/87,NYJ,0.496306295782164
01/03/87,WAS,0.491166681058563
01/03/88,MIN,1.03058001682745
01/03/88,NOR,0.451780862755937
01/03/88,OTI,0.614588235209232
01/03/88,SEA,0.932343668244181
01/03/93,BUF,0.7912169267136
01/03/93,NOR,0.58865584128674
01/03/93,OTI,0.931545842239432
01/03/93,PHI,0.758459636118257
01/03/94,PHI,0.794004026650583
01/03/94,SFO,0.954516464731863
01/03/98,MIN,0.774015361131374
01/03/98,NWE,0.515233881822803
01/03/98,PIT,0.376799606764073
01/03/98,SFO,0.634067713093141
01/03/99,GNB,0.611340417982294
01/03/99,JAX,0.532701575362859
01/03/99,NWE,0.526378707095875
01/03/99,SFO,0.550608448902809
01/04/03,ATL,0.474867873767802
01/04/03,CLT,0.3326345094841
01/04/03,GNB,0.479467840058684
01/04/03,NYJ,0.595488865554933
01/04/04,CLT,1.21326078741782
01/04/04,DEN,0.446505066576484
01/04/04,GNB,0.79245281882127
01/04/04,SEA,0.611455566985324
01/04/09,MIA,0.333806170477178
01/04/09,MIN,0.404884112979848
01/04/09,PHI,0.530236063875278
01/04/09,RAV,0.388361778750155
01/04/14,CLT,0.70503000703395
01/04/14,KAN,0.816215746725974
01/04/14,NOR,0.357990798108064
01/04/14,PHI,0.522533389880353
01/04/15,CIN,0.312620660217292
01/04/15,CLT,0.616869196220085
01/04/15,DAL,0.371136399089617
01/04/15,DET,0.464599686143889
01/04/20,BUF,0.937916979059414
01/04/20,HTX,0.346212894808776
01/04/20,NWE,0.505596887017418
01/04/20,OTI,0.43373135192613
01/04/81,ATL,0.485982011031583
01/04/81,CLE,0.263503928168499
01/04/81,DAL,0.862488446263922
01/04/81,RAI,0.2675086678631
01/04/86,CLE,0.346153977762717
01/04/86,DAL,0.323585632233816
01/04/86,MIA,0.618488925350568
01/04/86,RAM,0.569578073015663
01/04/87,DEN,0.442604780019503
01/04/87,NWE,0.37917770894947
01/04/87,NYG,0.778761436105369
01/04/87,SFO,0.512502136509066
01/04/92,ATL,0.256654553900388
01/04/92,DEN,0.932484295653922
01/04/92,OTI,0.830158699791988
01/04/92,WAS,0.503735253163043
01/04/97,DEN,0.745996009236079
01/04/97,GNB,0.411684165625199
01/04/97,JAX,0.634502686164336
01/04/97,SFO,0.684432116395273
01/04/98,DEN,0.414186756597321
01/04/98,GNB,0.324695245238926
01/04/98,KAN,0.599215950123622
01/04/98,TAM,0.556260165344299
01/05/03,CLE,0.782196234132082
01/05/03,NYG,0.980126863168414
01/05/03,PIT,0.683180189129926
01/05/03,SFO,0.997319139147866
01/05/08,JAX,0.169570721740149
01/05/08,PIT,0.431454928381777
01/05/08,SEA,0.444404939909014
01/05/08,WAS,0.589070775678585
01/05/13,CIN,0.309927424640552
01/05/13,GNB,0.529467837053832
01/05/13,HTX,0.57153473253258
01/05/13,MIN,0.337014669939415
01/05/14,CIN,0.511227847299269
01/05/14,GNB,0.331667664914491
01/05/14,SDG,0.330723457727265
01/05/14,SFO,0.344020478391908
01/05/19,CLT,0.572314824910909
01/05/19,DAL,0.515284195193996
01/05/19,HTX,0.563771377949045
01/05/19,SEA,0.524840032522131
01/05/20,MIN,0.536635500221077
01/05/20,NOR,0.668488036630009
01/05/20,PHI,0.407843822217098
01/05/20,SEA,0.606919695983252
01/05/86,CHI,0.541805382631481
01/05/86,NWE,0.570190997251677
01/05/86,NYG,0.352995728777398
01/05/86,RAI,0.287782241268236
01/05/91,KAN,0.515046880427988
01/05/91,MIA,0.586309561966209
01/05/91,PHI,0.398197735414357
01/05/91,WAS,0.562815185030572
01/05/92,BUF,0.640391366359474
01/05/92,DAL,0.677998469914436
01/05/92,DET,0.879995642404261
01/05/92,KAN,0.628495618839275
01/05/97,CAR,0.490540500059755
01/05/97,DAL,0.384336868836373
01/05/97,NWE,0.587478534304677
01/05/97,PIT,0.529026617138012
01/06/01,MIA,0.324411631790818
01/06/01,MIN,0.796193464001564
01/06/01,NOR,0.707139313659468
01/06/01,RAI,0.384894132990164
01/06/02,ATL,0.252909487599094
01/06/02,BUF,0.584694682749125
01/06/02,CAR,0.26726909755131
01/06/02,CHI,0.740666719061559
01/06/02,CIN,0.820049062145445
01/06/02,CLE,0.196605149657584
01/06/02,CLT,0.570768500843731
01/06/02,CRD,0.323626180941644
01/06/02,DAL,0.408622369235014
01/06/02,DEN,0.137677071531974
01/06/02,DET,0.81846549441042
01/06/02,GNB,0.707986213117408
01/06/02,JAX,0.371058082145545
01/06/02,KAN,0.434372324493667
01/06/02,MIA,0.326516426292039
01/06/02,NOR,0.348036117202669
01/06/02,NWE,0.449651067205299
01/06/02,NYG,0.858793312165931
01/06/02,NYJ,0.399763655896818
01/06/02,OTI,0.824086072079495
01/06/02,PHI,0.654295713723979
01/06/02,PIT,0.444396719591002
01/06/02,RAI,0.689718381382911
01/06/02,RAM,0.583924118206752
01/06/02,SEA,0.79519731746139
01/06/02,SFO,0.912002912662777
01/06/02,TAM,0.594223571408088
01/06/02,WAS,0.661447834727303
01/06/07,CLT,0.692344509986768
01/06/07,DAL,0.507605003592776
01/06/07,KAN,0.213008597997307
01/06/07,SEA,0.582031840691069
01/06/08,NYG,0.571635643168759
01/06/08,OTI,0.289979327657521
01/06/08,SDG,0.523519381572815
01/06/08,TAM,0.482660394860868
01/06/13,CLT,0.546583337164172
01/06/13,RAV,0.538668952505635
01/06/13,SEA,0.341192679357637
01/06/13,WAS,0.549197819523042
01/06/18,ATL,0.473029508476389
01/06/18,KAN,0.547028663947707
01/06/18,OTI,0.485021301807124
01/06/18,RAM,1.14842503813685
01/06/19,CHI,0.642647782296597
01/06/19,PHI,0.577660243807877
01/06/19,RAV,0.292496510826503
01/06/19,SDG,0.482171214648397
01/06/80,OTI,0.850004318603951
01/06/80,PIT,0.618709184340721
01/06/80,RAM,1.05685767310544
01/06/80,TAM,0.927215939440735
01/06/85,CHI,0.122989202859751
01/06/85,MIA,1.09242763995678
01/06/85,PIT,0.643583699982772
01/06/85,SFO,0.67004302847693
01/06/90,BUF,0.95662806837381
01/06/90,CLE,0.722226191411264
01/06/90,MIN,0.843115809716782
01/06/90,SFO,0.997681025631299
01/06/91,CHI,0.579131552855059
01/06/91,CIN,0.706060949914312
01/06/91,NOR,0.524874463921565
01/06/91,OTI,0.517803621722289
01/06/96,BUF,0.572841321955583
01/06/96,GNB,0.699407326848107
01/06/96,PIT,0.545314784240566
01/06/96,SFO,0.649444551842073
01/07/01,NYG,0.394165267705003
01/07/01,OTI,0.777659050011104
01/07/01,PHI,0.397275892232471
01/07/01,RAV,0.442816708155237
01/07/02,MIN,0.32895806428985
01/07/02,RAV,0.396489015850307
01/07/06,JAX,0.645482394983762
01/07/06,NWE,0.60739877309834
01/07/06,TAM,0.463191258236547
01/07/06,WAS,0.461235245191476
01/07/07,NWE,0.675649367404252
01/07/07,NYG,0.50579203341303
01/07/07,NYJ,0.732244232044043
01/07/07,PHI,0.495374049551007
01/07/12,CIN,0.338858402735732
01/07/12,DET,0.754528088689833
01/07/12,HTX,0.38011169589663
01/07/12,NOR,0.879234944476895
01/07/17,DET,0.374493515966127
01/07/17,HTX,0.446870428201923
01/07/17,RAI,0.29040454718482
01/07/17,SEA,0.505800494430711
01/07/18,BUF,0.477183229395633
01/07/18,CAR,0.773619253299476
01/07/18,JAX,0.351180573916156
01/07/18,NOR,0.640318983792218
01/07/79,DAL,0.408857764198718
01/07/79,OTI,5.81830819713118e-02
01/07/79,PIT,0.51699149856291
01/07/79,RAM,0.924730790244122
01/07/90,DEN,0.470594841896362
01/07/90,NYG,0.626884932814526
01/07/90,PIT,0.658790203074617
01/07/90,RAM,1.48831671669145
01/07/95,CHI,0.554863723914105
01/07/95,CLE,0.280369337852572
01/07/95,PIT,0.496124173528588
01/07/95,SFO,0.580446909314517
01/07/96,CLT,0.356753515804713
01/07/96,DAL,0.501214915144434
01/07/96,KAN,0.539993177362805
01/07/96,PHI,0.42232044299432
01/08/00,BUF,0.182205568295248
01/08/00,DET,0.415359966190956
01/08/00,OTI,0.228027130492398
01/08/00,WAS,0.403973049249989
01/08/05,NYJ,0.61761979638523
01/08/05,RAM,0.426880072451655
01/08/05,SDG,0.676161655237963
01/08/05,SEA,0.62896826669079
01/08/06,CAR,0.467692677068011
01/08/06,CIN,0.762240073167159
01/08/06,NYG,0.108644128492459
01/08/06,PIT,1.1371619699678
01/08/11,CLT,0.568695184206753
01/08/11,NOR,0.972698442913936
01/08/11,NYJ,0.466256846807963
01/08/11,SEA,0.747093723070707
01/08/12,ATL,0.518724263157753
01/08/12,DEN,0.576807706857316
01/08/12,NYG,0.703353993176904
01/08/12,PIT,0.446690869928176
01/08/17,GNB,0.663120168115069
01/08/17,MIA,0.433268300867795
01/08/17,NYG,0.526340457104356
01/08/17,PIT,0.338090383026285
01/08/83,CLE,0.439769757882639
01/08/83,CRD,0.594275624194118
01/08/83,DET,0.432057398681804
01/08/83,GNB,1.11704977008553
01/08/83,MIA,0.508543313759613
01/08/83,NWE,0.317401053099002
01/08/83,RAI,0.493477201990215
01/08/83,WAS,0.526017724276373
01/08/84,RAI,0.374710322227721
01/08/84,SEA,0.407477157602902
01/08/84,SFO,0.804607369335663
01/08/84,WAS,0.614177330824785
01/08/89,BUF,0.310948806567812
01/08/89,CHI,0.808997783058304
01/08/89,CIN,0.265812324270656
01/08/89,SFO,0.73561089985055
01/08/94,DET,0.432130254183901
01/08/94,GNB,0.659279956123163
01/08/94,KAN,0.956855499155922
01/08/94,PIT,0.793100374070048
01/08/95,DAL,0.697557753432834
01/08/95,GNB,0.596114863191554
01/08/95,MIA,0.651536905178631
01/08/95,SDG,0.475176416221704
01/09/00,DAL,0.561648795098799
01/09/00,MIA,0.55654728143745
01/09/00,MIN,0.549198594933744
01/09/00,SEA,0.197699672661349
01/09/05,CLT,0.838053999927619
01/09/05,DEN,0.53381023945096
01/09/05,GNB,0.267692935161598
01/09/05,MIN,0.651804343129369
01/09/10,CIN,0.42671498017848
01/09/10,DAL,0.657448802987965
01/09/10,NYJ,0.477969773874586
01/09/10,PHI,0.739647791720634
01/09/11,GNB,0.617488273594406
01/09/11,KAN,0.127791767134021
01/09/11,PHI,0.537324850622715
01/09/11,RAV,0.619144640316571
01/09/16,CIN,0.428209864248209
01/09/16,HTX,0.126057358495619
01/09/16,KAN,0.314933998442052
01/09/16,PIT,0.517671130888141
01/09/83,ATL,0.209205863238425
01/09/83,CIN,0.668347409213245
01/09/83,DAL,0.480476191396704
01/09/83,MIN,0.597161099819773
01/09/83,NYJ,0.797472379778517
01/09/83,PIT,0.644827579911727
01/09/83,SDG,0.799963930992715
01/09/83,TAM,0.294587010196174
01/09/88,CLE,0.771515807524794
01/09/88,CLT,0.86376571932264
01/09/88,MIN,0.692054912853538
01/09/88,SFO,0.985335162294828
01/09/93,BUF,0.638356980260601
01/09/93,PIT,0.164839652250406
01/09/93,SFO,0.639165653237356
01/09/93,WAS,0.62979023760506
01/09/94,DEN,1.15178811166239
01/09/94,MIN,0.723963716154845
01/09/94,NYG,0.497501295473271
01/09/94,RAI,0.656067427190841
01/09/99,ATL,0.37088470255978
01/09/99,DEN,0.531603215196861
01/09/99,MIA,0.53381707163873
01/09/99,SFO,0.533896578750964
01/10/04,CAR,0.646667189008292
01/10/04,NWE,0.698502636837267
01/10/04,OTI,0.435670084761389
01/10/04,RAM,0.518297487420043
01/10/09,CAR,0.195454732232664
01/10/09,CRD,0.593857439233786
01/10/09,OTI,0.596442349102985
01/10/09,RAV,0.476362141797267
01/10/10,CRD,0.959939419315767
01/10/10,GNB,0.766303910541422
01/10/10,NWE,0.426366937579068
01/10/10,RAV,0.207915459458077
01/10/15,CAR,0.404801636353859
01/10/15,NWE,0.837437360348503
01/10/15,RAV,0.629633513104439
01/10/15,SEA,0.462597638833575
01/10/16,GNB,0.551274574736247
01/10/16,MIN,0.305897649905037
01/10/16,SEA,0.313037394040381
01/10/16,WAS,0.498472300588938
01/10/82,CIN,0.777504639365911
01/10/82,DAL,0.406150979361837
01/10/82,SDG,0.376439218191766
01/10/82,SFO,0.535049517804455
01/10/88,CHI,0.262775187229587
01/10/88,DEN,0.618213757852695
01/10/88,OTI,0.694304330042528
01/10/88,WAS,0.545168286758789
01/10/93,DAL,0.626506538248794
01/10/93,MIA,0.78182793564922
01/10/93,PHI,0.460709799040632
01/10/93,SDG,0.566187047350997
01/10/99,CRD,0.561308333353246
01/10/99,JAX,0.505689235867416
01/10/99,MIN,0.889333392281746
01/10/99,NYJ,0.6093131961756
01/11/03,ATL,0.629996925556596
01/11/03,OTI,0.854134873154366
01/11/03,PHI,0.537846304632804
01/11/03,PIT,0.824387070565716
01/11/04,CLT,0.797096833740403
01/11/04,GNB,0.538248318445898
01/11/04,KAN,0.631783170935722
01/11/04,PHI,0.478084281935456
01/11/09,NYG,0.350703100350045
01/11/09,PHI,0.548982344927226
01/11/09,PIT,0.643534487037997
01/11/09,SDG,0.608454895780465
01/11/14,CLT,0.351821572822629
01/11/14,NOR,0.607253265842956
01/11/14,NWE,0.32673155511374
01/11/14,SEA,0.191498393671009
01/11/15,CLT,0.516251331795248
01/11/15,DAL,0.316729343641895
01/11/15,DEN,0.493271675916736
01/11/15,GNB,0.57982435351855
01/11/20,MIN,0.302967241453409
01/11/20,OTI,0.600922389332539
01/11/20,RAV,0.620256757837098
01/11/20,SFO,0.306904784470333
01/11/81,DAL,0.495223315471164
01/11/81,PHI,0.201786710643355
01/11/81,RAI,0.361211202308269
01/11/81,SDG,0.757595522975363
01/11/87,CLE,0.525582684448498
01/11/87,DEN,0.539834288490815
01/11/87,NYG,0.356996505244439
01/11/87,WAS,0.435529497032765
01/11/98,DEN,0.566519283844701
01/11/98,GNB,0.582953660256662
01/11/98,PIT,0.362920142367149
01/11/98,SFO,0.469444200195456
01/12/02,NYJ,0.872556689826123
01/12/02,PHI,0.470754920378631
01/12/02,RAI,0.751244628678483
01/12/02,TAM,0.329064933270874
01/12/03,NYJ,0.413393228376109
01/12/03,RAI,0.550778695951392
01/12/03,SFO,0.302983570735224
01/12/03,TAM,0.733913067819077
01/12/08,GNB,0.588483439630931
01/12/08,JAX,0.60333881288853
01/12/08,NWE,0.713870246946387
01/12/08,SEA,0.506927208731609
01/12/13,DEN,0.60006406982642
01/12/13,GNB,0.623215321862467
01/12/13,RAV,0.697044421161829
01/12/13,SFO,0.537138437157242
01/12/14,CAR,0.224720689083431
01/12/14,DEN,0.574309003960629
01/12/14,SDG,0.413680277505932
01/12/14,SFO,0.651190445577363
01/12/19,CLT,0.487935266617281
01/12/19,DAL,0.574152633292006
01/12/19,KAN,0.514550248992207
01/12/19,RAM,0.935055115989517
01/12/20,GNB,0.554117038107529
01/12/20,HTX,0.777902281245132
01/12/20,KAN,0.915275212830849
01/12/20,SEA,0.465666374323309
01/12/86,CHI,0.434633294451803
01/12/86,MIA,0.574902597488894
01/12/86,NWE,0.48487844488856
01/12/86,RAM,0.579027659741876
01/12/91,BUF,0.720873478519376
01/12/91,MIA,0.769149624991285
01/12/91,SFO,0.742734489199613
01/12/91,WAS,0.635645401343187
01/12/92,BUF,0.372893172884178
01/12/92,DEN,0.765325474662139
01/12/92,DET,0.786146760970253
01/12/92,WAS,0.623734988220975
01/12/97,CAR,0.483937994005156
